Location,Role,VendorID,InvoiceValue,Resource,StartTimestamp,EndTimestamp,CaseId,ActivityName
"San Francisco, USA",Invoice Approver,Vendor3,3960.7,Jackie,2022-08-23 13:48:59.061311,2022-08-23 17:03:09.861311,3,Complete the Customer Memo
"San Francisco, USA",Invoice Approver,Vendor3,3960.7,Jackie,2022-08-23 17:03:09.861311,2022-08-23 20:21:17.061311,3,Reject Invoice
"San Francisco, USA",Invoice Processor,Vendor3,3960.7,Aiden,2022-08-24 09:21:17.061311,2022-08-24 10:36:27.861311,3,Refund With Standard Voucher
"San Francisco, USA",Invoice Approver,Vendor3,3960.7,Jackie,2022-08-24 10:36:27.861311,2022-08-24 14:05:48.261311,3,Complete the Customer Memo
"San Francisco, USA",Invoice Approver,Vendor3,3960.7,Jackie,2022-08-24 14:05:48.261311,2022-08-24 18:20:57.861311,3,Reject Invoice
"San Francisco, USA",Invoice Processor,Vendor3,3960.7,Aiden,2022-08-25 09:20:57.861311,2022-08-25 10:54:55.461311,3,Refund With Standard Voucher
"San Francisco, USA",Invoice Approver,Vendor3,3960.7,Jackie,2022-08-25 10:54:55.461311,2022-08-25 15:15:26.061311,3,Complete the Customer Memo
"San Francisco, USA",Invoice Approver,Vendor3,3960.7,Jackie,2022-08-25 15:15:26.061311,2022-08-25 18:55:44.661311,3,Approve Invoice
"San Francisco, USA",Invoice Processor,Vendor3,3960.7,Aiden,2022-08-26 09:55:44.661311,2022-08-26 11:05:23.061311,3,Credit Memo Creation
"San Francisco, USA",Invoice Processor,Vendor3,3960.7,Aiden,2022-08-26 11:05:23.061311,2022-08-26 12:44:03.861311,3,Fill Credit Memo
"San Francisco, USA",Invoice Processor,Vendor3,3960.7,Aiden,2022-08-26 12:44:03.861311,2022-08-26 13:52:26.661311,3,Re-issuing the invoice
"San Francisco, USA",Invoice Processor,Vendor1,1034.24,Aiden,2022-08-24 09:18:34.949560,2022-08-24 11:54:04.349560,4,Invoice Entry
"San Francisco, USA",Invoice Processor,Vendor1,1034.24,Aiden,2022-08-24 11:54:04.349560,2022-08-24 13:19:34.949560,4,Confirm Payment Received
"San Francisco, USA",Invoice Processor,Vendor1,1034.24,Aiden,2022-08-24 13:19:34.949560,2022-08-24 14:30:43.349560,4,Refund With Standard Voucher
"San Francisco, USA",Invoice Approver,Vendor1,1034.24,Jackie,2022-08-24 14:30:43.349560,2022-08-24 16:37:18.149560,4,Complete the Customer Memo
"San Francisco, USA",Invoice Approver,Vendor1,1034.24,Jackie,2022-08-24 16:37:18.149560,2022-08-24 20:04:26.549560,4,Approve Invoice
"San Francisco, USA",Invoice Processor,Vendor1,1034.24,Aiden,2022-08-25 09:04:26.549560,2022-08-25 10:31:49.349560,4,Credit Memo Creation
"San Francisco, USA",Invoice Processor,Vendor1,1034.24,Aiden,2022-08-25 10:31:49.349560,2022-08-25 11:24:57.749560,4,Fill Credit Memo
"San Francisco, USA",Invoice Processor,Vendor1,1034.24,Aiden,2022-08-25 11:24:57.749560,2022-08-25 12:06:21.149560,4,Re-issuing the invoice
"San Diego, USA",Invoice Processor,Vendor2,555.66,Casey,2022-07-21 13:59:40.667027,2022-07-21 20:19:22.067027,5,Invoice Entry
"San Diego, USA",Invoice Processor,Vendor2,555.66,Casey,2022-07-22 09:19:22.067027,2022-07-22 16:32:10.067027,5,Check Customer Payment
"San Diego, USA",Invoice Processor,Vendor2,555.66,Casey,2022-07-22 16:32:10.067027,2022-07-22 23:05:26.267027,5,Credit Memo Entry
"San Diego, USA",Invoice Processor,Vendor2,555.66,Casey,2022-07-25 09:05:26.267027,2022-07-25 16:22:46.667027,5,Refund Customer
"San Diego, USA",Invoice Processor,Vendor2,555.66,Casey,2022-07-25 16:22:46.667027,2022-07-25 23:20:19.067027,5,Re-issuing the invoice
"San Diego, USA",Invoice Processor,Vendor2,501.61,Adrian,2022-07-27 09:54:58.812555,2022-07-27 17:33:44.412555,6,Invoice Entry
"San Diego, USA",Invoice Processor,Vendor2,501.61,Adrian,2022-07-27 17:33:44.412555,2022-07-28 00:39:07.212555,6,Confirm Payment Received
"San Diego, USA",Invoice Processor,Vendor2,501.61,Adrian,2022-07-28 09:39:07.212555,2022-07-29 02:05:10.212555,6,Refund With Special Voucher
"San Diego, USA",Invoice Approver,Vendor2,501.61,Jessie,2022-07-29 09:05:10.212555,2022-07-29 19:09:39.012555,6,Complete the Customer Memo
"San Diego, USA",Invoice Approver,Vendor2,501.61,Jessie,2022-08-01 09:09:39.012555,2022-08-01 17:33:08.412555,6,Approve Invoice
"San Diego, USA",Invoice Processor,Vendor2,501.61,Adrian,2022-08-01 17:33:08.412555,2022-08-01 23:26:37.812555,6,Credit Memo Creation
"San Diego, USA",Invoice Processor,Vendor2,501.61,Adrian,2022-08-02 09:26:37.812555,2022-08-02 17:15:24.012555,6,Fill Credit Memo
"San Diego, USA",Invoice Processor,Vendor2,501.61,Adrian,2022-08-02 17:15:24.012555,2022-08-02 23:51:11.412555,6,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor1,1489.96,Riley,2022-07-28 15:11:06.797369,2022-07-28 16:11:25.397369,7,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor1,1489.96,Riley,2022-07-28 16:11:25.397369,2022-07-28 17:09:56.597369,7,Check Customer Payment
"Seattle, USA",Invoice Processor,Vendor1,1489.96,Riley,2022-07-28 17:09:56.597369,2022-07-28 18:38:28.397369,7,Credit Memo Entry
"Seattle, USA",Invoice Processor,Vendor1,1489.96,Riley,2022-07-29 09:38:28.397369,2022-07-29 10:22:07.997369,7,Refund Customer
"Seattle, USA",Invoice Processor,Vendor1,1489.96,Riley,2022-07-29 10:22:07.997369,2022-07-29 10:56:43.997369,7,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor2,2077.94,Riley,2022-07-26 12:19:50.918933,2022-07-26 13:35:06.518933,8,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor2,2077.94,Riley,2022-07-26 13:35:06.518933,2022-07-26 14:33:29.918933,8,Confirm Payment Received
"Seattle, USA",Invoice Processor,Vendor2,2077.94,Riley,2022-07-26 14:33:29.918933,2022-07-26 15:39:33.518933,8,Refund With Standard Voucher
"Seattle, USA",Invoice Approver,Vendor2,2077.94,Addison,2022-07-26 15:39:33.518933,2022-07-26 17:35:28.118933,8,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor2,2077.94,Addison,2022-07-26 17:35:28.118933,2022-07-26 19:33:39.518933,8,Reject Invoice
"Seattle, USA",Invoice Processor,Vendor2,2077.94,Riley,2022-07-27 09:33:39.518933,2022-07-27 10:17:13.718933,8,Refund With Standard Voucher
"Seattle, USA",Invoice Approver,Vendor2,2077.94,Addison,2022-07-27 10:17:13.718933,2022-07-27 12:56:40.718933,8,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor2,2077.94,Addison,2022-07-27 12:56:40.718933,2022-07-27 15:08:05.318933,8,Reject Invoice
"Seattle, USA",Invoice Processor,Vendor2,2077.94,Riley,2022-07-27 15:08:05.318933,2022-07-27 16:05:31.118933,8,Refund With Standard Voucher
"Seattle, USA",Invoice Approver,Vendor2,2077.94,Addison,2022-07-27 16:05:31.118933,2022-07-27 19:43:59.318933,8,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor2,2077.94,Addison,2022-07-28 09:43:59.318933,2022-07-28 12:05:28.718933,8,Approve Invoice
"Seattle, USA",Invoice Processor,Vendor2,2077.94,Riley,2022-07-28 12:05:28.718933,2022-07-28 12:57:23.318933,8,Credit Memo Creation
"Seattle, USA",Invoice Processor,Vendor2,2077.94,Riley,2022-07-28 12:57:23.318933,2022-07-28 13:39:13.718933,8,Fill Credit Memo
"Seattle, USA",Invoice Processor,Vendor2,2077.94,Riley,2022-07-28 13:39:13.718933,2022-07-28 14:01:41.918933,8,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor4,347.96,Riley,2022-07-29 13:36:36.194335,2022-07-29 14:43:19.994335,9,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor4,347.96,Riley,2022-07-29 14:43:19.994335,2022-07-29 15:48:18.194335,9,Check Customer Payment
"Seattle, USA",Invoice Processor,Vendor4,347.96,Riley,2022-07-29 15:48:18.194335,2022-07-29 16:30:46.394335,9,Credit Memo Entry
"Seattle, USA",Invoice Processor,Vendor4,347.96,Riley,2022-07-29 16:30:46.394335,2022-07-29 17:48:24.194335,9,Refund Customer
"Seattle, USA",Invoice Processor,Vendor4,347.96,Riley,2022-07-29 17:48:24.194335,2022-07-29 18:16:06.794335,9,Re-issuing the invoice
"San Diego, USA",Invoice Processor,Vendor5,1020.03,Abbie,2022-07-25 10:07:36.138787,2022-07-25 15:53:52.338787,10,Invoice Entry
"San Diego, USA",Invoice Processor,Vendor5,1020.03,Abbie,2022-07-25 15:53:52.338787,2022-07-25 22:52:09.738787,10,Confirm Payment Received
"San Diego, USA",Invoice Processor,Vendor5,1020.03,Abbie,2022-07-26 09:52:09.738787,2022-07-26 16:03:21.738787,10,Refund With Standard Voucher
"San Diego, USA",Invoice Approver,Vendor5,1020.03,Jessie,2022-07-26 16:03:21.738787,2022-07-26 23:12:27.138787,10,Complete the Customer Memo
"San Diego, USA",Invoice Approver,Vendor5,1020.03,Jessie,2022-07-27 09:12:27.138787,2022-07-27 19:18:15.738787,10,Approve Invoice
"San Diego, USA",Invoice Processor,Vendor5,1020.03,Abbie,2022-07-28 09:18:15.738787,2022-07-28 16:03:38.538787,10,Credit Memo Creation
"San Diego, USA",Invoice Processor,Vendor5,1020.03,Abbie,2022-07-28 16:03:38.538787,2022-07-28 22:04:33.138787,10,Fill Credit Memo
"San Diego, USA",Invoice Processor,Vendor5,1020.03,Abbie,2022-07-29 09:04:33.138787,2022-07-29 15:32:25.938787,10,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor3,3392.0,Riley,2022-07-19 09:58:31.017178,2022-07-19 11:06:38.217178,11,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor3,3392.0,Riley,2022-07-19 11:06:38.217178,2022-07-19 11:48:20.217178,11,Check Customer Payment
"Seattle, USA",Invoice Processor,Vendor3,3392.0,Riley,2022-07-19 11:48:20.217178,2022-07-19 12:56:56.817178,11,Credit Memo Entry
"Seattle, USA",Invoice Processor,Vendor3,3392.0,Riley,2022-07-19 12:56:56.817178,2022-07-19 14:45:31.617178,11,Refund Customer
"Seattle, USA",Invoice Processor,Vendor3,3392.0,Riley,2022-07-19 14:45:31.617178,2022-07-19 15:00:04.017178,11,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor3,4833.42,Riley,2022-08-09 15:36:12.703385,2022-08-09 16:51:43.903385,12,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor3,4833.42,Riley,2022-08-09 16:51:43.903385,2022-08-09 17:45:30.103385,12,Check Customer Payment
"Seattle, USA",Invoice Processor,Vendor3,4833.42,Riley,2022-08-09 17:45:30.103385,2022-08-09 18:54:45.103385,12,Credit Memo Entry
"Seattle, USA",Invoice Processor,Vendor3,4833.42,Riley,2022-08-10 09:54:45.103385,2022-08-10 10:53:13.903385,12,Refund Customer
"Seattle, USA",Invoice Processor,Vendor3,4833.42,Riley,2022-08-10 10:53:13.903385,2022-08-10 11:34:21.103385,12,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor2,2060.53,Riley,2022-08-18 10:20:49.824444,2022-08-18 11:41:40.824444,13,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor2,2060.53,Riley,2022-08-18 11:41:40.824444,2022-08-18 12:20:45.024444,13,Check Customer Payment
"Seattle, USA",Invoice Processor,Vendor2,2060.53,Riley,2022-08-18 12:20:45.024444,2022-08-18 13:00:57.624444,13,Credit Memo Entry
"Seattle, USA",Invoice Processor,Vendor2,2060.53,Riley,2022-08-18 13:00:57.624444,2022-08-18 13:56:37.224444,13,Refund Customer
"Seattle, USA",Invoice Processor,Vendor2,2060.53,Riley,2022-08-18 13:56:37.224444,2022-08-18 14:27:49.224444,13,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor4,173.17,Riley,2022-07-21 16:38:04.788004,2022-07-21 18:11:51.588004,14,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor4,173.17,Riley,2022-07-22 09:11:51.588004,2022-07-22 10:46:54.588004,14,Confirm Payment Received
"Seattle, USA",Invoice Processor,Vendor4,173.17,Riley,2022-07-22 10:46:54.588004,2022-07-22 11:36:02.988004,14,Refund With Standard Voucher
"Seattle, USA",Invoice Approver,Vendor4,173.17,Addison,2022-07-22 11:36:02.988004,2022-07-22 13:49:21.588004,14,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor4,173.17,Addison,2022-07-22 13:49:21.588004,2022-07-22 16:44:19.188004,14,Reject Invoice
"Seattle, USA",Invoice Processor,Vendor4,173.17,Riley,2022-07-22 16:44:19.188004,2022-07-22 17:24:25.788004,14,Refund With Standard Voucher
"Seattle, USA",Invoice Approver,Vendor4,173.17,Addison,2022-07-22 17:24:25.788004,2022-07-22 20:48:35.388004,14,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor4,173.17,Addison,2022-07-25 09:48:35.388004,2022-07-25 13:09:43.188004,14,Approve Invoice
"Seattle, USA",Invoice Processor,Vendor4,173.17,Riley,2022-07-25 13:09:43.188004,2022-07-25 13:57:11.988004,14,Credit Memo Creation
"Seattle, USA",Invoice Processor,Vendor4,173.17,Riley,2022-07-25 13:57:11.988004,2022-07-25 14:38:32.988004,14,Fill Credit Memo
"Seattle, USA",Invoice Processor,Vendor4,173.17,Riley,2022-07-25 14:38:32.988004,2022-07-25 14:57:52.188004,14,Re-issuing the invoice
"San Diego, USA",Invoice Processor,Vendor5,1198.1,Abbie,2022-07-22 09:03:03.807579,2022-07-22 17:47:02.007579,15,Invoice Entry
"San Diego, USA",Invoice Processor,Vendor5,1198.1,Abbie,2022-07-22 17:47:02.007579,2022-07-23 01:12:17.007579,15,Confirm Payment Received
"San Diego, USA",Invoice Processor,Vendor5,1198.1,Abbie,2022-07-25 09:12:17.007579,2022-07-26 02:38:31.407579,15,Refund With Special Voucher
"San Diego, USA",Invoice Approver,Vendor5,1198.1,Jessie,2022-07-26 09:38:31.407579,2022-07-26 17:56:45.807579,15,Complete the Customer Memo
"San Diego, USA",Invoice Approver,Vendor5,1198.1,Jessie,2022-07-26 17:56:45.807579,2022-07-27 02:25:15.807579,15,Approve Invoice
"San Diego, USA",Invoice Processor,Vendor5,1198.1,Abbie,2022-07-27 09:25:15.807579,2022-07-27 16:14:20.007579,15,Credit Memo Creation
"San Diego, USA",Invoice Processor,Vendor5,1198.1,Abbie,2022-07-27 16:14:20.007579,2022-07-27 22:33:15.807579,15,Fill Credit Memo
"San Diego, USA",Invoice Processor,Vendor5,1198.1,Abbie,2022-07-28 09:33:15.807579,2022-07-28 14:54:57.207579,15,Re-issuing the invoice
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,2022-07-20 09:26:55.311005,2022-07-20 15:25:49.911005,16,Invoice Entry
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,2022-07-20 15:25:49.911005,2022-07-20 23:19:58.911005,16,Confirm Payment Received
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,2022-07-21 09:19:58.911005,2022-07-21 18:22:58.311005,16,Refund With Special Voucher
"San Diego, USA",Invoice Approver,Vendor2,591.28,Jessie,2022-07-22 09:22:58.311005,2022-07-22 15:36:16.311005,16,Complete the Customer Memo
"San Diego, USA",Invoice Approver,Vendor2,591.28,Jessie,2022-07-22 15:36:16.311005,2022-07-22 22:45:09.111005,16,Reject Invoice
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,2022-07-25 09:45:09.111005,2022-07-25 16:04:56.511005,16,Refund With Standard Voucher
"San Diego, USA",Invoice Approver,Vendor2,591.28,Jessie,2022-07-25 16:04:56.511005,2022-07-26 00:07:27.111005,16,Complete the Customer Memo
"San Diego, USA",Invoice Approver,Vendor2,591.28,Jessie,2022-07-26 09:07:27.111005,2022-07-26 16:57:30.711005,16,Reject Invoice
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,2022-07-26 16:57:30.711005,2022-07-27 04:08:43.311005,16,Refund With Special Voucher
"San Diego, USA",Invoice Approver,Vendor2,591.28,Jessie,2022-07-27 09:08:43.311005,2022-07-27 18:02:55.311005,16,Complete the Customer Memo
"San Diego, USA",Invoice Approver,Vendor2,591.28,Jessie,2022-07-28 09:02:55.311005,2022-07-28 15:32:42.711005,16,Reject Invoice
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,2022-07-28 15:32:42.711005,2022-07-29 07:40:28.911005,16,Refund With Special Voucher
"San Diego, USA",Invoice Approver,Vendor2,591.28,Jessie,2022-07-29 09:40:28.911005,2022-07-29 18:51:26.511005,16,Complete the Customer Memo
"San Diego, USA",Invoice Approver,Vendor2,591.28,Jessie,2022-08-01 09:51:26.511005,2022-08-01 21:43:49.311005,16,Approve Invoice
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,2022-08-02 09:43:49.311005,2022-08-02 16:41:31.911005,16,Credit Memo Creation
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,2022-08-02 16:41:31.911005,2022-08-02 22:40:02.511005,16,Fill Credit Memo
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,2022-08-03 09:40:02.511005,2022-08-03 16:47:43.911005,16,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor4,674.93,Riley,2022-07-14 09:49:50.524471,2022-07-14 10:57:28.924471,17,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor4,674.93,Riley,2022-07-14 10:57:28.924471,2022-07-14 12:22:03.724471,17,Confirm Payment Received
"Seattle, USA",Invoice Processor,Vendor4,674.93,Riley,2022-07-14 12:22:03.724471,2022-07-14 13:02:51.124471,17,Refund With Standard Voucher
"Seattle, USA",Invoice Approver,Vendor4,674.93,Addison,2022-07-14 13:02:51.124471,2022-07-14 16:01:59.524471,17,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor4,674.93,Addison,2022-07-14 16:01:59.524471,2022-07-14 18:48:17.524471,17,Approve Invoice
"Seattle, USA",Invoice Processor,Vendor4,674.93,Riley,2022-07-15 09:48:17.524471,2022-07-15 10:32:13.324471,17,Credit Memo Creation
"Seattle, USA",Invoice Processor,Vendor4,674.93,Riley,2022-07-15 10:32:13.324471,2022-07-15 11:22:00.724471,17,Fill Credit Memo
"Seattle, USA",Invoice Processor,Vendor4,674.93,Riley,2022-07-15 11:22:00.724471,2022-07-15 12:11:33.724471,17,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor3,2768.95,Riley,2022-08-17 15:11:38.920895,2022-08-17 16:26:56.920895,18,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor3,2768.95,Riley,2022-08-17 16:26:56.920895,2022-08-17 17:36:08.920895,18,Check Customer Payment
"Seattle, USA",Invoice Processor,Vendor3,2768.95,Riley,2022-08-17 17:36:08.920895,2022-08-17 18:10:58.120895,18,Credit Memo Entry
"Seattle, USA",Invoice Processor,Vendor3,2768.95,Riley,2022-08-18 09:10:58.120895,2022-08-18 11:32:20.320895,18,Refund Customer
"Seattle, USA",Invoice Processor,Vendor3,2768.95,Riley,2022-08-18 11:32:20.320895,2022-08-18 12:15:38.920895,18,Re-issuing the invoice
"San Francisco, USA",Invoice Processor,Vendor3,2609.33,Aiden,2022-08-16 09:02:14.341452,2022-08-16 10:50:50.941452,19,Invoice Entry
"San Francisco, USA",Invoice Processor,Vendor3,2609.33,Aiden,2022-08-16 10:50:50.941452,2022-08-16 12:45:13.741452,19,Confirm Payment Received
"San Francisco, USA",Invoice Processor,Vendor3,2609.33,Aiden,2022-08-16 12:45:13.741452,2022-08-16 14:09:28.141452,19,Refund With Standard Voucher
"San Francisco, USA",Invoice Approver,Vendor3,2609.33,Jackie,2022-08-16 14:09:28.141452,2022-08-16 18:24:30.541452,19,Complete the Customer Memo
"San Francisco, USA",Invoice Approver,Vendor3,2609.33,Jackie,2022-08-17 09:24:30.541452,2022-08-17 13:00:59.941452,19,Reject Invoice
"San Francisco, USA",Invoice Processor,Vendor3,2609.33,Aiden,2022-08-17 13:00:59.941452,2022-08-17 13:43:33.541452,19,Refund With Standard Voucher
"San Francisco, USA",Invoice Approver,Vendor3,2609.33,Jackie,2022-08-17 13:43:33.541452,2022-08-17 16:29:52.141452,19,Complete the Customer Memo
"San Francisco, USA",Invoice Approver,Vendor3,2609.33,Jackie,2022-08-17 16:29:52.141452,2022-08-17 20:04:46.741452,19,Approve Invoice
"San Francisco, USA",Invoice Processor,Vendor3,2609.33,Aiden,2022-08-18 09:04:46.741452,2022-08-18 10:37:52.141452,19,Credit Memo Creation
"San Francisco, USA",Invoice Processor,Vendor3,2609.33,Aiden,2022-08-18 10:37:52.141452,2022-08-18 12:22:34.141452,19,Fill Credit Memo
"San Francisco, USA",Invoice Processor,Vendor3,2609.33,Aiden,2022-08-18 12:22:34.141452,2022-08-18 13:53:16.741452,19,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor4,382.76,Riley,2022-07-18 15:12:45.101369,2022-07-18 16:53:49.901369,20,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor4,382.76,Riley,2022-07-18 16:53:49.901369,2022-07-18 18:09:43.901369,20,Check Customer Payment
"Seattle, USA",Invoice Processor,Vendor4,382.76,Riley,2022-07-19 09:09:43.901369,2022-07-19 09:56:40.901369,20,Credit Memo Entry
"Seattle, USA",Invoice Processor,Vendor4,382.76,Riley,2022-07-19 09:56:40.901369,2022-07-19 11:25:52.901369,20,Refund Customer
"Seattle, USA",Invoice Processor,Vendor4,382.76,Riley,2022-07-19 11:25:52.901369,2022-07-19 12:14:59.501369,20,Re-issuing the invoice
"San Diego, USA",Invoice Processor,Vendor2,371.87,Adrian,2022-07-15 13:20:36.112226,2022-07-15 19:51:03.712226,21,Invoice Entry
"San Diego, USA",Invoice Processor,Vendor2,371.87,Adrian,2022-07-18 09:51:03.712226,2022-07-18 17:09:23.512226,21,Check Customer Payment
"San Diego, USA",Invoice Processor,Vendor2,371.87,Adrian,2022-07-18 17:09:23.512226,2022-07-19 00:39:43.312226,21,Credit Memo Entry
"San Diego, USA",Invoice Processor,Vendor2,371.87,Adrian,2022-07-19 09:39:43.312226,2022-07-19 17:25:55.312226,21,Refund Customer
"San Diego, USA",Invoice Processor,Vendor2,371.87,Adrian,2022-07-19 17:25:55.312226,2022-07-20 00:01:00.712226,21,Re-issuing the invoice
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,2022-08-16 11:11:05.209946,2022-08-16 12:29:10.609946,22,Invoice Entry
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,2022-08-16 12:29:10.609946,2022-08-16 13:36:57.409946,22,Confirm Payment Received
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,2022-08-16 13:36:57.409946,2022-08-16 14:39:32.809946,22,Refund With Standard Voucher
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,2022-08-16 14:39:32.809946,2022-08-16 17:31:00.409946,22,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,2022-08-16 17:31:00.409946,2022-08-16 18:56:55.609946,22,Reject Invoice
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,2022-08-17 09:56:55.609946,2022-08-17 10:37:11.209946,22,Refund With Standard Voucher
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,2022-08-17 10:37:11.209946,2022-08-17 13:17:08.209946,22,Complete the Customer Memo
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,2022-08-17 13:17:08.209946,2022-08-17 15:55:43.609946,22,Reject Invoice
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,2022-08-17 15:55:43.609946,2022-08-17 17:03:34.009946,22,Refund With Standard Voucher
